,race_category,marital_status,arrest_year,admit_year,primary_offense,violent_offense_type,has_work_assignment,work_assignment,work_assignment_required,WA_break_up_boredom,WA_friendship,WA_early_release,WA_learn_job_skills,WA_make_spending_money
2647,white,never_married,2014,2014,violent,other_violent_offense,yes,janitorial,yes,,,,,
2648,black,never_married,2015,2016,drug,nonviolent,no,no_WA,,,,,,
2649,black,never_married,1992,1993,violent,murder/manslaughter,yes,laundry,yes,,,,,
2650,american_indian/alaska_native,never_married,2012,2013,violent,rape,yes,janitorial,yes,,,,,
2651,white,married,2015,2015,property,nonviolent,yes,general_services,yes,,,,,
2652,black,divorced,2000,2002,property,nonviolent,no,no_WA,,,,,,
2653,black,married,2014,2015,property,nonviolent,yes,maintenance/repair/construction,yes,,,,,
2654,other,never_married,2004,2005,drug,nonviolent,yes,grounds/road_maintenance,yes,,,,,
2655,black,never_married,2009,2009,violent,other_violent_offense,no,no_WA,,,,,,
2656,black,never_married,2013,2014,violent,other_violent_offense,no,no_WA,,,,,,
2657,black,never_married,2015,2015,,,no,no_WA,,,,,,
2658,black,never_married,2013,2015,violent,murder/manslaughter,no,no_WA,,,,,,
2659,american_indian/alaska_native,never_married,2002,2003,violent,other_violent_offense,no,no_WA,,,,,,
2660,black,never_married,2010,2011,drug,nonviolent,yes,general_services,yes,,,,,
2661,white,divorced,2014,2014,property,nonviolent,yes,janitorial,yes,,,,,
2662,other,married,2015,2015,other,nonviolent,no,no_WA,,,,,,
2663,white,never_married,2010,2010,property,nonviolent,no,no_WA,,,,,,
2664,other,married,,,violent,other_violent_offense,yes,other,yes,,,,,
2665,black,divorced,2012,2015,property,nonviolent,yes,goods_production/industries,yes,,,,,
2666,white,divorced,2014,2015,public_order,nonviolent,yes,goods_production/industries,yes,,,,,
2667,american_indian/alaska_native,divorced,2001,2002,property,nonviolent,yes,janitorial,yes,,,,,
2668,black,married,,2016,property,nonviolent,no,no_WA,,,,,,
2669,black,married,1990,1992,violent,murder/manslaughter,yes,goods_production/industries,yes,,,,,
2670,black,never_married,2013,2015,violent,other_violent_offense,yes,janitorial,yes,,,,,
2671,white,never_married,2016,2016,public_order,nonviolent,yes,food,yes,,,,,
2672,american_indian/alaska_native,never_married,1985,1986,violent,murder/manslaughter,no,no_WA,,,,,,
2673,other,widowed,2001,2002,drug,nonviolent,yes,medical,yes,,,,,
2674,american_indian/alaska_native,never_married,2010,2015,public_order,nonviolent,yes,other,yes,,,,,
2676,other,never_married,2008,2010,violent,rape,yes,janitorial,yes,,,,,
2677,black,never_married,2004,2004,drug,nonviolent,yes,food,yes,,,,,
2678,white,never_married,2014,2015,violent,other_violent_offense,no,no_WA,,,,,,
2679,black,never_married,2014,2016,drug,nonviolent,yes,janitorial,yes,,,,,
2680,white,separated,2014,2015,public_order,nonviolent,yes,janitorial,yes,,,,,
2681,black,never_married,2014,2015,public_order,nonviolent,yes,grounds/road_maintenance,yes,,,,,
2682,white,never_married,1995,,violent,murder/manslaughter,no,no_WA,,,,,,
2683,black,never_married,2015,,public_order,nonviolent,no,no_WA,,,,,,
2684,black,never_married,2010,2011,violent,other_violent_offense,yes,food,yes,,,,,
2685,white,divorced,1990,1991,violent,other_violent_offense,yes,goods_production/industries,yes,,,,,
2686,white,never_married,2011,2012,drug,nonviolent,yes,general_services,yes,,,,,
2688,black,never_married,2008,2009,violent,murder/manslaughter,yes,maintenance/repair/construction,yes,,,,,
2689,white,divorced,2003,2003,violent,,no,no_WA,,,,,,
2690,white,never_married,2015,2015,drug,nonviolent,no,no_WA,,,,,,
2691,black,never_married,1986,1987,violent,murder/manslaughter,no,no_WA,,,,,,
2692,black,divorced,2012,2014,violent,other_violent_offense,no,no_WA,,,,,,
2693,white,divorced,2014,2015,violent,,yes,janitorial,yes,,,,,
2694,black,never_married,1993,1994,violent,murder/manslaughter,yes,grounds/road_maintenance,yes,,,,,
2695,american_indian/alaska_native,married,2014,2016,violent,murder/manslaughter,yes,food,yes,,,,,
2696,white,never_married,2012,2016,public_order,nonviolent,yes,general_services,yes,,,,,
2698,black,divorced,2014,2015,violent,other_violent_offense,yes,other,yes,,,,,
2699,black,never_married,2013,2014,drug,nonviolent,yes,food,yes,,,,,
2700,white,separated,2015,2016,drug,nonviolent,no,no_WA,,,,,,
2702,white,divorced,2015,2016,drug,nonviolent,no,no_WA,,,,,,
2703,hispanic/latino,never_married,2011,2012,property,nonviolent,no,no_WA,,,,,,
2704,other,never_married,2014,2016,drug,nonviolent,no,no_WA,,,,,,
2705,black,never_married,2016,2016,public_order,nonviolent,no,no_WA,,,,,,
2706,hispanic/latino,never_married,2016,2016,property,nonviolent,no,no_WA,,,,,,
2707,white,married,2011,2012,violent,other_violent_offense,yes,janitorial,yes,,,,,
2708,white,married,2014,2016,,,no,no_WA,,,,,,
2709,other,separated,2012,2013,drug,nonviolent,no,no_WA,,,,,,
2710,other,married,2007,2007,violent,other_violent_offense,yes,janitorial,yes,,,,,
2711,white,never_married,2013,2013,violent,other_violent_offense,yes,janitorial,yes,,,,,
2713,black,married,2009,2010,public_order,nonviolent,yes,janitorial,yes,,,,,
2714,hispanic/latino,separated,2012,2013,public_order,nonviolent,yes,food,yes,,,,,
2715,black,never_married,2009,2012,public_order,nonviolent,yes,janitorial,yes,,,,,
2717,white,never_married,2015,2016,drug,nonviolent,no,no_WA,,,,,,
2719,black,never_married,1998,2000,violent,other_violent_offense,no,no_WA,,,,,,
2720,white,never_married,2010,2015,property,nonviolent,no,no_WA,,,,,,
2721,black,never_married,2010,2014,public_order,nonviolent,yes,food,yes,,,,,
2722,american_indian/alaska_native,never_married,2013,2013,other,nonviolent,no,no_WA,,,,,,
2723,other,never_married,,,drug,nonviolent,no,no_WA,,,,,,
2724,hispanic/latino,never_married,2014,2015,violent,other_violent_offense,no,no_WA,,,,,,
2725,american_indian/alaska_native,never_married,2016,2016,public_order,nonviolent,no,no_WA,,,,,,
2726,american_indian/alaska_native,never_married,2014,2014,public_order,nonviolent,yes,janitorial,yes,,,,,
2727,white,divorced,2005,2007,violent,murder/manslaughter,yes,general_services,yes,,,,,
2728,white,never_married,2012,2015,violent,other_violent_offense,no,no_WA,,,,,,
2729,white,never_married,2009,2013,violent,murder/manslaughter,no,no_WA,,,,,,
2730,hispanic/latino,divorced,2004,2005,violent,rape,no,no_WA,,,,,,
2732,white,never_married,2012,2014,drug,nonviolent,yes,janitorial,yes,,,,,
2733,white,never_married,2016,2016,property,nonviolent,no,no_WA,,,,,,
2734,black,widowed,2013,2015,drug,nonviolent,no,no_WA,,,,,,
2735,white,never_married,2016,2016,public_order,nonviolent,yes,grounds/road_maintenance,yes,,,,,
2736,white,widowed,2014,2015,drug,nonviolent,no,no_WA,,,,,,
2737,black,never_married,2008,2015,public_order,nonviolent,yes,grounds/road_maintenance,yes,,,,,
2738,white,never_married,2016,2016,public_order,nonviolent,yes,food,yes,,,,,
2739,other,divorced,2014,2014,property,nonviolent,yes,maintenance/repair/construction,yes,,,,,
2740,white,divorced,1995,1998,violent,murder/manslaughter,yes,medical,yes,,,,,
2741,black,married,2002,2002,violent,other_violent_offense,yes,janitorial,yes,,,,,
2742,native_hawaiian/pacific_islander,never_married,2015,2015,violent,other_violent_offense,no,no_WA,,,,,,
2743,other,never_married,2001,2003,violent,other_violent_offense,yes,food,yes,,,,,
2744,white,separated,2011,2014,property,nonviolent,yes,janitorial,yes,,,,,
2745,american_indian/alaska_native,never_married,2007,2007,public_order,nonviolent,no,no_WA,,,,,,
2746,white,divorced,2014,2015,drug,nonviolent,no,no_WA,,,,,,
2747,other,never_married,2010,2011,drug,nonviolent,yes,general_services,yes,,,,,
2748,native_hawaiian/pacific_islander,never_married,1997,1998,violent,murder/manslaughter,yes,other,yes,,,,,
2749,white,married,2004,2005,violent,murder/manslaughter,yes,grounds/road_maintenance,yes,,,,,
2750,black,never_married,2005,2006,public_order,nonviolent,yes,janitorial,yes,,,,,
2751,black,never_married,1989,1990,violent,other_violent_offense,yes,goods_production/industries,yes,,,,,
2752,american_indian/alaska_native,never_married,2014,2014,violent,other_violent_offense,no,no_WA,,,,,,
2753,other,never_married,2016,2016,,,no,no_WA,,,,,,
2755,white,divorced,2016,2016,,,yes,laundry,yes,,,,,
2757,black,never_married,2014,2014,drug,nonviolent,no,no_WA,,,,,,
2758,white,divorced,2013,2015,violent,murder/manslaughter,no,no_WA,,,,,,
2759,other,never_married,2009,,violent,other_violent_offense,no,no_WA,,,,,,
2760,white,never_married,2015,2016,public_order,nonviolent,yes,goods_production/industries,yes,,,,,
2761,white,divorced,2004,2005,violent,rape,yes,farming/forestry/ranching,yes,,,,,
2762,black,married,2014,2015,public_order,nonviolent,no,no_WA,,,,,,
2763,black,never_married,2011,2012,public_order,nonviolent,yes,food,yes,,,,,
2764,american_indian/alaska_native,never_married,2012,2016,property,nonviolent,no,no_WA,,,,,,
2765,black,separated,2013,2014,violent,other_violent_offense,no,no_WA,,,,,,
2767,black,never_married,2014,2015,drug,nonviolent,yes,food,yes,,,,,
2768,white,married,2013,2014,property,nonviolent,yes,goods_production/industries,yes,,,,,
2770,black,never_married,2008,2009,violent,murder/manslaughter,no,no_WA,,,,,,
2771,other,never_married,2011,2014,violent,other_violent_offense,yes,janitorial,yes,,,,,
2772,white,never_married,2007,2010,drug,nonviolent,no,no_WA,,,,,,
2773,american_indian/alaska_native,never_married,1974,1976,violent,murder/manslaughter,no,no_WA,,,,,,
2774,white,never_married,2015,2015,violent,other_violent_offense,no,no_WA,,,,,,
2775,black,never_married,2009,2010,property,nonviolent,yes,general_services,yes,,,,,
2776,american_indian/alaska_native,married,2010,2010,drug,nonviolent,no,no_WA,,,,,,
2778,hispanic/latino,married,2010,2011,violent,other_violent_offense,no,no_WA,,,,,,
2779,white,never_married,2013,2014,public_order,nonviolent,no,no_WA,,,,,,
2780,black,never_married,2015,2015,drug,nonviolent,no,no_WA,,,,,,
2781,black,separated,2011,2011,public_order,nonviolent,yes,laundry,yes,,,,,
2782,white,married,2007,2015,property,nonviolent,no,no_WA,,,,,,
2783,black,married,2014,2015,property,nonviolent,yes,janitorial,yes,,,,,
2784,other,widowed,2014,2016,property,nonviolent,yes,food,yes,,,,,
2785,white,married,1994,1995,violent,other_violent_offense,no,no_WA,,,,,,
2786,american_indian/alaska_native,widowed,2009,2011,violent,murder/manslaughter,no,no_WA,,,,,,
2787,american_indian/alaska_native,divorced,2007,2012,violent,murder/manslaughter,yes,grounds/road_maintenance,yes,,,,,
2788,other,divorced,2013,2014,public_order,nonviolent,yes,goods_production/industries,yes,,,,,
2789,white,married,2008,2008,drug,nonviolent,yes,general_services,yes,,,,,
2790,black,never_married,2015,2016,drug,nonviolent,no,no_WA,,,,,,
2792,american_indian/alaska_native,separated,2013,2015,drug,nonviolent,no,no_WA,,,,,,
2793,white,divorced,2007,,violent,rape,yes,farming/forestry/ranching,yes,,,,,
2794,hispanic/latino,divorced,2013,2016,drug,nonviolent,no,no_WA,,,,,,
2795,black,married,1995,1999,violent,other_violent_offense,no,no_WA,,,,,,
2796,black,never_married,2013,2013,drug,nonviolent,no,no_WA,,,,,,
2799,white,never_married,2015,2015,property,nonviolent,yes,janitorial,yes,,,,,
2800,other,never_married,2014,2015,violent,other_violent_offense,no,no_WA,,,,,,
2801,white,married,2006,2007,violent,murder/manslaughter,no,no_WA,,,,,,
2802,other,never_married,2010,,public_order,nonviolent,no,no_WA,,,,,,
2803,white,divorced,2010,2010,drug,nonviolent,yes,other,yes,,,,,
2804,white,never_married,2015,2016,drug,nonviolent,yes,grounds/road_maintenance,yes,,,,,
2805,white,never_married,2014,2015,property,nonviolent,no,no_WA,,,,,,
2807,hispanic/latino,never_married,2010,2011,violent,other_violent_offense,no,no_WA,,,,,,
2808,black,never_married,2008,2009,violent,other_violent_offense,no,no_WA,,,,,,
2809,white,never_married,2014,2015,drug,nonviolent,yes,general_services,yes,,,,,
2810,white,widowed,2007,2009,violent,murder/manslaughter,yes,general_services,yes,,,,,
2811,black,divorced,2009,2013,violent,other_violent_offense,yes,general_services,yes,,,,,
2812,other,divorced,2010,2013,violent,murder/manslaughter,yes,janitorial,yes,,,,,
2813,white,married,2016,2016,property,nonviolent,yes,medical,yes,,,,,
2814,white,never_married,2013,2014,violent,rape,yes,janitorial,yes,,,,,
2815,black,never_married,2016,2016,public_order,nonviolent,no,no_WA,,,,,,
2816,white,separated,2014,2015,drug,nonviolent,yes,janitorial,yes,,,,,
2817,white,married,2013,2013,violent,other_violent_offense,yes,other,yes,,,,,
2819,white,never_married,2001,2001,violent,murder/manslaughter,no,no_WA,,,,,,
2821,native_hawaiian/pacific_islander,never_married,2014,2015,drug,nonviolent,no,no_WA,,,,,,
2822,black,never_married,2012,,violent,,yes,food,yes,,,,,
2824,white,divorced,2011,2013,property,nonviolent,yes,maintenance/repair/construction,yes,,,,,
2825,hispanic/latino,married,2014,2015,public_order,nonviolent,no,no_WA,,,,,,
2826,native_hawaiian/pacific_islander,never_married,2013,2015,public_order,nonviolent,yes,general_services,yes,,,,,
2828,other,never_married,2014,2015,violent,other_violent_offense,yes,food,yes,,,,,
2830,black,never_married,2016,2016,public_order,nonviolent,no,no_WA,,,,,,
2831,hispanic/latino,never_married,2010,2012,drug,nonviolent,yes,food,yes,,,,,
2832,american_indian/alaska_native,married,1992,1994,violent,murder/manslaughter,no,no_WA,,,,,,
2833,black,married,2011,2013,,,yes,general_services,yes,,,,,
2835,black,married,2012,2013,property,nonviolent,yes,janitorial,yes,,,,,
2837,black,never_married,2012,2015,public_order,nonviolent,no,no_WA,,,,,,
2839,other,widowed,2005,2006,violent,murder/manslaughter,yes,food,yes,,,,,
2840,hispanic/latino,never_married,2011,2012,drug,nonviolent,yes,grounds/road_maintenance,yes,,,,,
2841,white,divorced,2015,2015,public_order,nonviolent,yes,other,yes,,,,,
2842,white,divorced,2014,2015,public_order,nonviolent,no,no_WA,,,,,,
2843,american_indian/alaska_native,married,2013,2015,drug,nonviolent,yes,grounds/road_maintenance,yes,,,,,
2844,american_indian/alaska_native,married,2015,2016,drug,nonviolent,no,no_WA,,,,,,
2845,black,divorced,2006,2009,drug,nonviolent,no,no_WA,,,,,,
2846,white,never_married,2015,2016,violent,other_violent_offense,no,no_WA,,,,,,
2847,black,never_married,2013,2016,public_order,nonviolent,no,no_WA,,,,,,
2848,american_indian/alaska_native,never_married,2014,2015,violent,other_violent_offense,yes,food,yes,,,,,
2849,white,never_married,1999,2000,violent,murder/manslaughter,yes,goods_production/industries,yes,,,,,
2850,other,never_married,2015,2015,violent,other_violent_offense,no,no_WA,,,,,,
2851,american_indian/alaska_native,never_married,1989,1990,violent,other_violent_offense,yes,food,yes,,,,,
2852,white,never_married,2015,2015,public_order,nonviolent,yes,laundry,yes,,,,,
2854,hispanic/latino,married,2015,2016,violent,other_violent_offense,no,no_WA,,,,,,
2855,white,never_married,2011,2014,public_order,nonviolent,yes,goods_production/industries,yes,,,,,
2856,black,separated,2016,2016,,,yes,janitorial,yes,,,,,
2857,black,married,2013,2014,property,nonviolent,yes,janitorial,yes,,,,,
2858,black,never_married,2015,2016,public_order,nonviolent,no,no_WA,,,,,,
2859,other,never_married,2006,2007,violent,murder/manslaughter,yes,food,yes,,,,,
2860,black,divorced,2010,2011,violent,other_violent_offense,yes,general_services,yes,,,,,
2861,other,never_married,2008,2008,violent,rape,yes,food,yes,,,,,
2862,white,never_married,2015,2016,violent,other_violent_offense,no,no_WA,,,,,,
2864,white,divorced,2012,2012,public_order,nonviolent,yes,food,yes,,,,,
2865,white,separated,2014,2015,drug,nonviolent,yes,farming/forestry/ranching,yes,,,,,
2866,white,never_married,2012,2013,violent,,no,no_WA,,,,,,
2867,white,married,2007,2009,public_order,nonviolent,yes,general_services,yes,,,,,
2870,american_indian/alaska_native,never_married,2009,2014,violent,,no,no_WA,,,,,,
2871,white,divorced,2013,2013,violent,other_violent_offense,yes,food,yes,,,,,
2872,white,never_married,2013,2013,violent,murder/manslaughter,no,no_WA,,,,,,
2873,american_indian/alaska_native,divorced,2014,2014,public_order,nonviolent,yes,food,yes,,,,,
2874,black,married,2015,2016,violent,other_violent_offense,yes,general_services,yes,,,,,
2875,black,never_married,2011,2011,drug,nonviolent,no,no_WA,,,,,,
2876,white,divorced,2015,2015,public_order,nonviolent,no,no_WA,,,,,,
2877,white,divorced,1996,1999,violent,rape,no,no_WA,,,,,,
2879,black,never_married,,,violent,,yes,grounds/road_maintenance,yes,,,,,
2880,white,divorced,2011,2012,drug,nonviolent,yes,goods_production/industries,yes,,,,,
2881,white,never_married,2010,2011,property,nonviolent,no,no_WA,,,,,,
2882,black,never_married,2013,2014,drug,nonviolent,no,no_WA,,,,,,
2883,hispanic/latino,separated,2011,2012,,,yes,janitorial,yes,,,,,
2884,other,never_married,2005,2006,violent,rape,yes,medical,yes,,,,,
2885,asian,never_married,2003,2004,violent,other_violent_offense,yes,laundry,yes,,,,,
2886,other,never_married,2007,2008,violent,,yes,goods_production/industries,yes,,,,,
2887,american_indian/alaska_native,never_married,2016,2016,property,nonviolent,,,,,,,,
2888,black,never_married,2012,2014,violent,murder/manslaughter,no,no_WA,,,,,,
2889,black,divorced,1998,,violent,other_violent_offense,yes,maintenance/repair/construction,yes,,,,,
2890,black,widowed,2012,2013,violent,other_violent_offense,no,no_WA,,,,,,
2891,black,never_married,2015,2015,public_order,nonviolent,no,no_WA,,,,,,
2892,white,divorced,2009,2010,public_order,nonviolent,yes,goods_production/industries,yes,,,,,
2894,hispanic/latino,separated,2009,2009,public_order,nonviolent,no,no_WA,,,,,,
2895,white,never_married,2015,2015,drug,nonviolent,yes,food,yes,,,,,
2896,black,divorced,2005,2007,violent,murder/manslaughter,yes,janitorial,yes,,,,,
2898,white,separated,2014,2015,property,nonviolent,yes,laundry,yes,,,,,
2899,black,widowed,2009,2016,,,no,no_WA,,,,,,
2900,white,divorced,2014,2014,violent,murder/manslaughter,no,no_WA,,,,,,
2901,black,divorced,2006,2006,other,nonviolent,yes,goods_production/industries,yes,,,,,
2902,white,never_married,1994,1998,drug,nonviolent,yes,general_services,yes,,,,,
2903,white,divorced,2008,2008,violent,other_violent_offense,yes,other,yes,,,,,
2904,other,married,2016,2016,property,nonviolent,yes,food,yes,,,,,
2905,american_indian/alaska_native,never_married,2014,2014,violent,other_violent_offense,no,no_WA,,,,,,
2906,white,never_married,2012,2012,public_order,nonviolent,yes,janitorial,yes,,,,,
2907,,never_married,2012,2013,violent,murder/manslaughter,yes,maintenance/repair/construction,yes,,,,,
2908,black,never_married,2011,2014,violent,other_violent_offense,yes,food,yes,,,,,
2909,white,never_married,2015,2015,property,nonviolent,no,no_WA,,,,,,
2910,white,married,2013,2015,drug,nonviolent,yes,general_services,yes,,,,,
2911,,never_married,2015,2015,,,no,no_WA,,,,,,
2912,other,married,2010,2011,drug,nonviolent,yes,other,yes,,,,,
2914,other,never_married,2013,2014,other,nonviolent,no,no_WA,,,,,,
2915,white,separated,2014,2015,property,nonviolent,no,no_WA,,,,,,
2916,black,never_married,2010,2013,,,yes,general_services,yes,,,,,
2918,white,married,2014,2015,violent,other_violent_offense,yes,general_services,yes,,,,,
2920,white,married,2012,2016,property,nonviolent,yes,food,yes,,,,,
2922,other,never_married,1994,1994,violent,,no,no_WA,,,,,,
2923,other,never_married,2015,2016,public_order,nonviolent,no,no_WA,,,,,,
2924,white,never_married,2015,2015,drug,nonviolent,yes,food,yes,,,,,
2925,white,divorced,2014,2015,property,nonviolent,yes,laundry,yes,,,,,
2926,white,separated,2013,2015,violent,other_violent_offense,no,no_WA,,,,,,
2927,black,married,2016,2016,public_order,nonviolent,no,no_WA,,,,,,
2929,white,divorced,1995,1999,violent,murder/manslaughter,yes,general_services,yes,,,,,
2930,white,never_married,2015,2016,drug,nonviolent,no,no_WA,,,,,,
2932,other,never_married,2015,2016,,,no,no_WA,,,,,,
2933,american_indian/alaska_native,divorced,2014,2016,drug,nonviolent,no,no_WA,,,,,,
2934,black,never_married,2015,2015,drug,nonviolent,no,no_WA,,,,,,
2935,black,never_married,2010,2011,property,nonviolent,yes,janitorial,yes,,,,,
2937,white,never_married,2015,2016,,,yes,janitorial,yes,,,,,
2939,white,divorced,2012,2013,drug,nonviolent,yes,general_services,yes,,,,,
2940,other,never_married,2016,2016,public_order,nonviolent,no,no_WA,,,,,,
2941,american_indian/alaska_native,never_married,2003,2004,property,nonviolent,yes,goods_production/industries,yes,,,,,
2942,black,never_married,2014,2014,drug,nonviolent,yes,janitorial,yes,,,,,
2943,white,never_married,2013,2013,drug,nonviolent,yes,food,yes,,,,,
2944,asian,divorced,2012,2013,drug,nonviolent,yes,other,yes,,,,,
2945,white,widowed,2009,2010,violent,murder/manslaughter,yes,general_services,yes,,,,,
2946,white,divorced,2014,2015,,,yes,janitorial,yes,,,,,
2947,american_indian/alaska_native,divorced,2015,2015,property,nonviolent,yes,janitorial,yes,,,,,
2948,black,never_married,2015,2016,drug,nonviolent,no,no_WA,,,,,,
2949,white,divorced,2016,2016,drug,nonviolent,yes,other,yes,,,,,
2950,hispanic/latino,separated,2013,2013,public_order,nonviolent,no,no_WA,,,,,,
2951,other,never_married,2000,2001,violent,murder/manslaughter,yes,general_services,yes,,,,,
2953,,never_married,2012,2016,property,nonviolent,no,no_WA,,,,,,
2954,american_indian/alaska_native,separated,2015,2016,public_order,nonviolent,yes,janitorial,yes,,,,,
2955,black,never_married,2014,2014,property,nonviolent,yes,janitorial,yes,,,,,
2956,american_indian/alaska_native,divorced,2002,2013,violent,other_violent_offense,no,no_WA,,,,,,
2957,american_indian/alaska_native,never_married,2013,2015,violent,rape,yes,food,yes,,,,,
2959,black,never_married,2007,2008,drug,nonviolent,yes,maintenance/repair/construction,yes,,,,,
2960,white,never_married,2002,2003,violent,,no,no_WA,,,,,,
2961,white,never_married,2015,2015,public_order,nonviolent,yes,grounds/road_maintenance,yes,,,,,
2962,hispanic/latino,separated,2013,2014,violent,other_violent_offense,no,no_WA,,,,,,
2963,white,separated,2005,2005,property,nonviolent,yes,janitorial,yes,,,,,
2964,white,never_married,2015,2016,property,nonviolent,no,no_WA,,,,,,
2965,white,never_married,2013,2015,other,nonviolent,yes,grounds/road_maintenance,yes,,,,,
2967,other,married,2010,2011,drug,nonviolent,no,no_WA,,,,,,
2968,white,divorced,1996,2001,violent,murder/manslaughter,yes,medical,yes,,,,,
2969,white,married,2015,2016,drug,nonviolent,yes,goods_production/industries,yes,,,,,
2971,other,divorced,1995,2003,violent,murder/manslaughter,no,no_WA,,,,,,
2972,white,never_married,2015,2015,drug,nonviolent,no,no_WA,,,,,,
2973,white,separated,2012,2015,drug,nonviolent,no,no_WA,,,,,,
2974,white,divorced,2013,2014,public_order,nonviolent,yes,janitorial,yes,,,,,
2975,white,never_married,2013,2013,drug,nonviolent,no,no_WA,,,,,,
2976,white,never_married,2014,2015,property,nonviolent,no,no_WA,,,,,,
2977,white,divorced,2012,2013,property,nonviolent,no,no_WA,,,,,,
2978,asian,separated,2009,2011,drug,nonviolent,no,no_WA,,,,,,
2979,white,never_married,2013,2014,violent,other_violent_offense,no,no_WA,,,,,,
2980,black,never_married,2014,2014,drug,nonviolent,no,no_WA,,,,,,
2981,white,never_married,2015,2016,drug,nonviolent,no,no_WA,,,,,,
2982,white,widowed,2015,2016,violent,other_violent_offense,yes,goods_production/industries,yes,,,,,
2983,black,never_married,2013,2013,property,nonviolent,yes,janitorial,yes,,,,,
2984,other,separated,2012,2013,violent,other_violent_offense,yes,grounds/road_maintenance,yes,,,,,
2985,white,married,2009,2009,drug,nonviolent,yes,farming/forestry/ranching,yes,,,,,
2986,black,separated,1985,1986,violent,rape,yes,janitorial,yes,,,,,
2987,white,divorced,2016,2016,drug,nonviolent,yes,grounds/road_maintenance,yes,,,,,
2988,white,married,2011,2014,violent,murder/manslaughter,yes,other,yes,,,,,
2989,american_indian/alaska_native,separated,2010,2012,property,nonviolent,yes,grounds/road_maintenance,yes,,,,,
2990,black,never_married,2014,2014,public_order,nonviolent,yes,grounds/road_maintenance,yes,,,,,
2991,white,separated,2011,2012,drug,nonviolent,yes,other,yes,,,,,
2992,black,never_married,2012,2014,drug,nonviolent,yes,janitorial,yes,,,,,
2993,hispanic/latino,divorced,2007,2008,public_order,nonviolent,yes,janitorial,yes,,,,,
2994,black,married,2006,2006,property,nonviolent,yes,janitorial,yes,,,,,
2995,white,never_married,2010,2012,public_order,nonviolent,yes,grounds/road_maintenance,yes,,,,,
2996,black,never_married,2013,2016,,,no,no_WA,,,,,,
2998,american_indian/alaska_native,never_married,2009,2011,drug,nonviolent,yes,maintenance/repair/construction,yes,,,,,
2999,black,never_married,1994,1995,violent,murder/manslaughter,no,no_WA,,,,,,
3000,white,divorced,2013,2014,violent,other_violent_offense,yes,other,yes,,,,,
3001,white,widowed,1986,1987,violent,murder/manslaughter,yes,laundry,yes,,,,,
3002,white,widowed,2015,2015,violent,rape,yes,janitorial,yes,,,,,
3003,american_indian/alaska_native,divorced,2015,2016,public_order,nonviolent,yes,janitorial,yes,,,,,
3004,asian,never_married,2013,2015,public_order,nonviolent,yes,janitorial,yes,,,,,
3006,white,never_married,2009,2011,property,nonviolent,no,no_WA,,,,,,
3007,black,separated,,2005,violent,,yes,maintenance/repair/construction,yes,,,,,
3008,asian,never_married,2015,2015,public_order,nonviolent,yes,maintenance/repair/construction,yes,,,,,
3009,white,married,2007,2011,violent,other_violent_offense,yes,medical,yes,,,,,
3010,black,never_married,2015,2015,property,nonviolent,yes,maintenance/repair/construction,yes,,,,,
3011,,never_married,2002,2014,public_order,nonviolent,yes,general_services,yes,,,,,
3012,white,never_married,2004,2006,violent,murder/manslaughter,yes,janitorial,yes,,,,,
3014,white,married,2016,2016,drug,nonviolent,yes,food,yes,,,,,
3015,white,never_married,2008,,violent,,yes,general_services,yes,,,,,
3016,black,never_married,2014,2016,public_order,nonviolent,no,no_WA,,,,,,
3017,black,never_married,2012,2013,public_order,nonviolent,yes,grounds/road_maintenance,yes,,,,,
3019,hispanic/latino,never_married,2015,2016,drug,nonviolent,no,no_WA,,,,,,
3020,black,never_married,2008,2011,drug,nonviolent,yes,general_services,yes,,,,,
3021,white,married,2014,2015,,,yes,laundry,yes,,,,,
3022,white,never_married,2005,2005,violent,,yes,janitorial,yes,,,,,
3023,black,never_married,2011,2011,public_order,nonviolent,no,no_WA,,,,,,
3024,white,never_married,2009,2009,violent,murder/manslaughter,yes,laundry,yes,,,,,
3026,black,never_married,2014,2015,public_order,nonviolent,yes,janitorial,yes,,,,,
3027,white,never_married,2016,2016,,,no,no_WA,,,,,,
3029,other,divorced,2007,2008,violent,other_violent_offense,no,no_WA,,,,,,
3030,other,never_married,2014,2015,public_order,nonviolent,no,no_WA,,,,,,
3031,american_indian/alaska_native,never_married,1991,1993,violent,murder/manslaughter,no,no_WA,,,,,,
3032,black,never_married,2012,2013,drug,nonviolent,no,no_WA,,,,,,
3033,white,never_married,2014,2014,property,nonviolent,yes,maintenance/repair/construction,yes,,,,,
3034,black,separated,2013,2015,property,nonviolent,yes,janitorial,yes,,,,,
3036,black,never_married,2014,2014,public_order,nonviolent,no,no_WA,,,,,,
3037,hispanic/latino,married,2014,2016,violent,other_violent_offense,no,no_WA,,,,,,
3038,other,never_married,2008,2009,violent,other_violent_offense,yes,janitorial,,,,,,
3039,black,never_married,2014,2015,drug,nonviolent,yes,grounds/road_maintenance,yes,,,,,
3040,white,never_married,2015,2015,property,nonviolent,no,no_WA,,,,,,
3042,black,divorced,2015,2015,public_order,nonviolent,yes,grounds/road_maintenance,yes,,,,,
3043,white,never_married,2008,2008,property,nonviolent,yes,food,yes,,,,,
3044,white,separated,2015,2015,property,nonviolent,yes,laundry,yes,,,,,
3045,black,divorced,2015,2015,property,nonviolent,yes,other,yes,,,,,
